char_count,word_count,token_count
34477,5992,7434
40876,7061,8447
4082,687,836
3522,627,839
59509,10100,12405
9535,1648,2195
21086,3548,4374
8605,1505,1785
17516,2966,3809
4243,749,989
3156,528,662
3277,549,681
7532,1310,1550
5434,939,1192
8196,1478,1801
6534,1096,1365
1665,293,488
16004,2591,3352
2180,368,464
3076,535,634
21459,3611,4293
6329,1120,1534
1941,329,416
6791,1161,1547
16661,2946,3654
4378,720,923
13115,2257,2789
6331,1081,1409
5574,925,1215
4802,834,1066
10499,1819,2277
6599,1198,1566
16925,2793,3398
10274,1833,2231
5964,1047,1405
8830,1457,1892
14299,2449,3176
18911,3082,4145
11255,1933,2425
9352,1601,1965
4602,797,994
7955,1399,1760
3561,627,787
7393,1222,1563
66114,10923,14333
4492,780,937
2521,436,518
26978,4534,5704
6813,1203,1470
1056,182,235
7006,1204,1497
24612,4223,5205
8497,1473,1903
2537,417,534
4313,743,926
20131,3486,4524
10330,1708,2101
2075,363,421
7864,1377,1765
18526,3138,3931
37457,6404,7897
61148,10484,12348
8208,1460,1740
26097,4405,5435
11023,1816,2354
6209,1068,1255
42815,7433,9519
21831,3751,5012
13842,2370,2912
72207,12590,17775
7805,1344,1691
12745,2120,2790
25283,4194,5628
10093,1736,2115
2959,506,671
10355,1710,2089
3621,615,804
19488,3345,4368
33865,5768,7218
8256,1395,1650
22998,3825,4982
9354,1549,1878
25780,4314,5367
19795,3265,3877
11760,2057,2623
5098,870,1093
8731,1509,1877
36989,6191,7232
9206,1647,2006
3529,608,866
25120,4153,5077
32409,5481,6566
20071,3363,4216
12963,2117,2592
25298,4120,5495
8756,1431,1697
156748,26472,32598
20591,3296,3970
58643,9551,12061
24777,4091,4949
1218,212,278
62213,10737,14266
17035,2980,3818
8757,1476,1795
21604,3574,4533
4465,764,999
37549,6463,8173
50462,8701,10782
21291,3450,4471
3307,561,659
12577,2163,2714
31149,5270,6399
10180,1631,2163
33087,5699,6859
20322,3533,4716
19703,3234,4117
12599,2114,2643
15435,2561,3403
28737,4953,6483
2066,358,408
963,154,223
7322,1266,1741
4484,793,1039
1108,188,226
6632,1114,1447
4611,811,986
3327,576,677
23358,4093,5058
7741,1364,1598
2332,417,552
75985,12650,15436
23784,3933,4975
15038,2589,3355
6543,1139,1453
20740,3660,4794
17181,2876,3637
5428,982,1301
16993,2979,3886
9610,1655,2110
4400,738,824
13897,2436,3000
1743,311,369
2463,425,519
2576,446,577
21135,3544,4212
15323,2650,3254
3367,617,771
4866,854,1112
1905,323,401
2057,345,433
22331,3923,5027
1635,277,314
6052,1013,1204
7456,1296,1813
808,148,199
55192,9383,11962
1937,327,404
24,5,8
4393,750,906
6261,1104,1312
14511,2527,3047
2569,434,578
774,139,177
1933,311,376
15821,2714,3357
442,76,109
100525,16729,21330
4970,873,1080
3781,624,751
40351,6572,8346
25525,4492,5909
27747,4604,6070
2900,522,658
12418,2214,2631
2900,522,651
6764,1184,1528
12046,2131,2562
1680,281,355
14342,2377,3193
7789,1204,1368
24541,4303,5602
4461,773,894
3546,613,761
7108,1206,1394
34969,6201,8152
5123,883,1096
2765,503,678
11078,1804,2217
24952,4073,5188
7099,1254,1543
22922,4092,4946
1586,270,351
918,162,182
129223,22255,28497
128922,21990,28282
14454,2516,3226
29590,4892,5921
1460,242,297
14764,2548,3275
9711,1705,2201
9868,1630,2058
2731,468,631
11886,2007,2434
20924,3588,4907
8536,1476,1811
939,167,208
1427,247,294
4100,706,902
8029,1388,1704
49339,8303,10289
17735,2813,3288
657,118,146
2945,503,642
8617,1447,1760
13494,2267,2739
22049,3686,4717
28939,5109,6452
24154,4045,5049
8832,1521,1846
2760,448,547
9789,1664,2005
6876,1210,1565
18413,3002,3916
3167,543,693
6229,1009,1166
4877,818,1015
57347,9752,12801
220,41,54
4615,782,980
8013,1229,1590
15143,2524,3030
3311,572,719
36729,6357,7848
7736,1397,1765
7394,1237,1594
62096,10303,12659
23124,3861,4758
8411,1404,1765
3879,681,851
8271,1463,1818
7205,1241,1498
4110,704,903
1722,286,368
2469,416,479
12309,2062,2650
1248,220,267
18513,3159,4197
16212,2742,3523
2233,383,510
1285,215,271
12997,2189,2692
9542,1584,1930
76681,12918,15840
17176,2908,3792
23531,4141,4978
13683,2286,2674
8494,1381,1846
10921,1904,2384
26693,4540,5393
4165,682,876
49594,8327,10306
2673,452,566
19948,3561,4373
3204,510,734
13999,2315,3099
2742,458,623
20900,3492,4504
5099,902,1079
24910,4235,5504
35836,6187,7871
716,128,159
3055,514,655
5021,842,1108
26286,4642,5808
8006,1386,1668
50340,8760,10664
50342,8788,10689
18411,3162,4029
12088,2072,2465
7530,1294,1580
11762,2013,2313
5143,891,1083
3006,488,611
9106,1530,1841
4663,835,1028
75369,12689,15689
5079,903,1167
7530,1308,1614
4060,670,759
48977,8096,9515
15141,2596,3263
1248,220,276
1464,253,300
5348,886,1058
16567,2880,3527
3430,598,708
5524,947,1131
2961,486,597
5207,834,1098
3665,612,729
6290,1075,1302
19140,3271,4036
15723,2661,3400
9705,1688,2181
3005,535,693
9437,1529,2001
6579,1141,1456
7296,1189,1528
8019,1395,1628
2179,383,482
23252,3703,4652
19124,3295,4082
1241,222,262
2968,498,687
10978,1875,2219
40386,6759,8856
9920,1681,2202
17737,3096,3538
9777,1648,2132
2781,501,643
1662,258,331
17841,2935,3832
7485,1170,1559
30407,5207,6356
9688,1682,2156
25167,4172,5164
20052,3452,4357
30329,5036,5936
8012,1327,1615
12404,2096,2673
10290,1844,2484
4215,742,906
3416,577,701
17606,3091,3678
19286,3361,4282
3934,629,724
18213,3156,3811
8783,1451,1822
3560,621,757
4222,696,913
13689,2202,2717
33022,5539,7277
8530,1471,1784
15795,2535,3191
31367,5287,6964
12231,2165,2785
2400,416,565
7697,1337,1748
11356,1960,2436
6773,1147,1481
5405,917,1191
2339,402,490
2875,486,668
15738,2699,3501
26102,4271,5756
2308,417,472
10327,1713,2035
10798,1781,2309
8536,1474,1877
42812,7166,8934
2827,487,592
8600,1462,1846
10785,1830,2384
41719,7037,9270
9879,1735,2188
24958,4078,4961
3442,587,679
3021,512,665
791,139,199
2458,434,580
18538,3229,4066
15698,2626,3243
11087,1874,2259
11159,1900,2419
6962,1234,1589
2570,422,526
11732,2026,2486
3184,544,653
2675,454,563
4125,719,845
5570,977,1207
9713,1661,2030
5013,874,1188
12991,2279,2861
2538,409,472
4634,793,928
22565,3807,5095
7554,1322,1614
4356,750,1006
65096,11364,14049
2060,355,448
4550,761,997
13468,2302,2914
4081,678,835
11554,1928,2507
6555,1145,1432
5767,989,1264
5049,856,1061
11444,1824,2197
10144,1771,2115
8655,1409,1746
6909,1178,1452
4013,681,856
21777,3706,4436
1127,193,244
4712,784,1098
10879,1856,2266
13257,2323,2985
3995,668,834
4471,738,879
38865,6546,8126
918,159,197
8502,1411,1756
5484,944,1144
18590,3104,3835
7716,1322,1746
3893,649,748
9656,1639,2006
2440,412,543
7364,1266,1580
9094,1541,1805
589,112,129
15799,2641,3328
22122,3734,4775
7270,1244,1527
9211,1670,1998
10149,1709,2128
9188,1614,2002
7726,1366,1749
1120,202,251
10109,1649,2118
15445,2745,3439
369,69,87
49599,8377,10266
4764,775,1063
16542,2825,3393
4522,791,1007
39519,6661,8141
12882,2259,2823
2096,381,487
7386,1278,1505
5645,938,1135
9395,1590,1977
15521,2504,3101
5332,906,1129
9416,1658,2198
14882,2404,2987
6976,1194,1541
7734,1325,1564
17088,2774,3694
2494,413,486
10833,1899,2518
4080,678,878
21621,3733,4857
15091,2687,3433
7927,1319,1717
19753,3273,4151
4651,820,989
4945,832,1035
36140,6221,7862
22190,3831,4967
1346,233,277
3779,683,956
808,145,160
7258,1237,1548
16920,2853,3690
17689,2907,3612
26511,4534,5727
3465,605,762
3035,504,679
17602,3035,3569
7534,1250,1510
203439,34280,41584
8755,1472,1873
4805,839,1050
28320,4856,5971
15686,2623,3736
7664,1319,1623
29493,5052,6471
4867,820,1093
7623,1307,1613
11574,1929,2424
2830,478,587
29347,4890,6253
2943,513,633
20903,3580,4516
31246,5061,6568
2302,381,494
3786,682,867
7420,1291,1616
4624,802,1005
17589,3008,4129
8520,1483,1877
70104,11566,14425
17414,2972,3795
10855,1915,2544
5425,930,1133
951,165,192
6145,1050,1394
31541,5442,6687
2410,407,551
6545,1120,1396
2273,377,488
3000,504,593
4790,833,1069
7516,1244,1627
6869,1108,1312
33174,5466,6731
5535,944,1149
55366,9510,11340
5708,956,1133
10511,1839,2207
24585,4322,5677
5939,1009,1180
11179,1996,2445
16564,2855,3953
22044,3620,4500
3030,511,693
7736,1252,1576
3626,613,745
3152,524,674
1639,288,361
16733,2940,3498
29318,4948,6439
83414,14516,18144
2107,358,402
1982,346,431
2697,438,560
2799,504,586
1797,317,368
2270,393,444
13161,2265,2624
2107,358,402
3684,637,909
7018,1158,1520
27849,4790,6123
6284,1058,1339
2720,482,578
2134,379,490
20864,3435,4248
5270,884,1121
8634,1484,2002
22783,3821,4528
15934,2644,3201
14119,2397,3046
1768,300,387
8901,1479,1912
31595,5301,6960
3266,554,674
132470,22413,28102
7559,1275,1631
30799,5113,6419
35834,5987,7269
6931,1246,1432
44337,7524,9167
1347,232,298
3100,534,703
6968,1188,1547
25508,4292,5410
6638,1144,1344
16857,2791,3557
11043,1921,2476
9582,1668,2024
66376,11359,14024
12917,2248,2679
18655,3304,3919
42705,7299,8542
8307,1402,1757
33770,5903,7323
24905,4305,5728
8642,1502,1934
6408,1087,1375
15180,2620,3435
6226,1040,1403
13111,2200,2862
7044,1164,1392
4601,776,923
21534,3638,4797
17256,3020,4039
14968,2489,3239
7002,1163,1416
9971,1763,2302
6177,1054,1319
10622,1887,2295
22909,3836,5041
12527,2196,2721
2695,463,544
7933,1348,1622
20491,3534,4441
30811,5174,6248
3753,647,792
14350,2307,3141
7756,1189,1580
24672,4368,5157
2119,363,486
1449,242,313
12268,2027,2763
15207,2729,3306
4982,851,1052
4349,766,983
15531,2640,3220
27976,4714,5903
12119,2166,2736
4028,730,1090
12721,2047,2687
7099,1168,1448
40838,6972,8587
3739,636,812
11646,2027,2427
10280,1762,2237
16987,2862,3496
19119,3252,4105
3179,528,708
4881,838,1037
3012,532,678
18829,3263,4043
75123,12946,15912
15644,2470,3367
1416,239,292
4913,848,1084
4639,768,875
2313,404,475
89158,15213,19317
31086,5361,6713
3269,555,669
18297,3128,4233
6382,1093,1360
5348,925,1138
7561,1281,1537
3705,629,851
3644,621,762
13733,2286,3041
10186,1765,2046
5417,915,1182
2694,467,582
1615,267,337
9509,1581,1915
7990,1405,1738
2456,418,559
2021,350,451
22947,3897,5067
3263,546,654
3955,678,804
4504,764,914
21273,3543,4866
2000,348,429
4247,728,917
5266,931,1228
3785,629,850
3291,541,713
2678,458,581
4092,711,867
10555,1863,2335
39149,6601,8012
11306,1968,2475
5624,963,1222
9817,1658,2110
3435,598,798
22721,3690,4748
2875,495,593
14620,2478,3191
1412,250,291
1635,282,360
9490,1579,1813
3970,649,852
1613,280,361
32174,5537,7129
16109,2656,3382
4655,794,955
21193,3661,4837
1974,336,418
9146,1586,1977
9067,1610,2043
25725,4478,5623
6257,1020,1314
9143,1584,1975
1944,332,433
24670,4387,5503
39664,6647,8428
6448,1154,1452
8887,1483,2009
38787,6509,7914
7462,1275,1611
1065,186,215
35938,5863,7563
112821,19036,24553
3199,533,684
6555,1168,1519
2773,446,536
5996,1043,1325
3832,677,864
17992,3048,3867
131682,22271,27634
2278,371,449
7274,1224,1631
4101,713,914
4412,733,996
7483,1245,1589
17571,3049,3857
6465,1115,1383
4782,796,1016
4890,842,1065
17605,3026,3490
12568,2229,2779
29582,5036,5959
17933,3089,3874
11092,1911,2419
2857,479,621
3323,562,710
7850,1324,1557
2172,370,511
9674,1630,2035
13272,2313,2896
13157,2261,2803
9697,1664,2167
3049,521,652
21201,3644,4471
36875,6378,8732
48788,8509,10739
3387,557,783
1384,253,308
5731,975,1206
4594,789,950
32302,5456,6663
57950,9531,12355
1204,207,249
8414,1536,1930
10539,1902,2542
3525,604,724
1944,336,414
5926,1001,1249
2842,477,594
4398,753,952
2409,423,547
5014,889,1169
11834,2127,2749
31043,5168,6294
4517,800,952
11838,2084,2572
26979,4756,5927
11031,1869,2578
3038,528,657
18094,3117,3881
2202,376,471
5148,906,1181
22412,3834,4790
22509,3834,4815
14425,2326,2888
16420,2825,3637
8316,1493,1852
22500,3829,4807
12697,2170,2616
15816,2675,3512
18470,3154,3992
28073,4795,5843
2845,494,611
9614,1637,2133
14866,2571,3164
8787,1524,1964
3581,628,784
5170,913,1193
2968,513,660
2620,437,574
3490,609,715
1088,188,223
4736,782,917
4421,712,870
8039,1424,1725
10244,1772,2256
7016,1181,1528
39422,6979,8766
3673,609,760
11172,1940,2357
3446,594,703
3990,693,903
11865,2022,2593
8051,1402,1810
23350,4044,5378
5600,973,1203
8853,1459,1782
3086,545,648
5289,929,1377
7830,1373,1883
2881,489,712
2586,447,541
2036,340,434
3925,651,778
8327,1508,1830
7445,1324,1706
9081,1505,1837
4688,757,941
532,90,133
21415,3650,4632
5725,1006,1265
115522,19422,24328
6826,1149,1480
5109,904,1143
14702,2481,3160
9056,1528,2055
14739,2481,3191
10291,1737,2214
16927,3005,4048
22375,3876,4970
10660,1777,2320
18714,3116,4372
2956,504,588
5840,979,1278
19503,3399,4208
41849,7635,9492
2856,493,619
4358,734,889
5377,909,1073
4201,740,935
6120,1119,1420
8151,1459,1831
3387,580,738
11168,1952,2330
1516,256,300
5003,845,992
23258,4037,5125
30426,5133,6465
19259,3266,3962
17505,2969,3568
2163,374,438
40856,6924,8547
1313,216,257
8264,1412,1779
4855,802,1033
14935,2647,3484
25550,4475,5795
3012,511,640
15216,2643,3397
14389,2439,3201
18648,3295,4366
61784,10430,13136
74133,12746,15519
16188,2850,3518
1919,327,424
34728,5927,7683
20108,3489,4433
32409,5461,6783
26246,4615,6155
29491,4845,5752
5374,954,1181
5228,920,1147
14369,2438,2920
50147,8516,10489
11096,1857,2453
5753,995,1418
9520,1618,2021
19512,3324,4152
1802,296,358
664,112,152
5288,884,1146
24999,4191,4982
7430,1238,1471
10852,1852,2422
14590,2461,3015
3940,680,835
50490,8656,11085
15292,2732,3588
14589,2473,2976
27242,4394,6010
38559,6579,8408
10212,1736,2156
39194,6818,9311
10546,1760,2140
12522,2185,2784
19720,3572,4328
4930,896,1125
49406,8515,10699
15508,2671,3314
20523,3538,4262
24998,4282,5220
9186,1515,1830
19949,3323,4183
6143,1057,1374
13119,2243,2872
11596,1985,2527
701,129,164
1171,210,243
18150,3148,4078
3127,537,676
6202,1127,1556
6038,1016,1454
40851,6741,8944
4959,881,1056
910,155,185
3582,635,784
5835,969,1344
10553,1771,2158
15401,2665,3257
1587,274,343
5000,852,954
4231,706,850
14867,2520,3058
42925,7159,8525
17745,2848,3882
12761,2128,2800
2229,376,509
14843,2640,3461
46150,7516,9596
43598,7437,8736
18239,3143,3910
15351,2700,3322
67277,11177,13685
2444,430,549
241,42,55
3779,651,774
30778,5327,6472
20573,3509,4186
10877,1820,2219
7656,1346,1702
48819,8354,10238
21657,3752,4582
7301,1263,1606
98654,16310,20283
3887,680,866
16321,2757,3299
7339,1261,1578
15353,2579,3239
5779,1033,1320
13422,2284,2965
35489,5918,7253
12362,2040,2444
18766,3423,4524
5685,966,1082
21808,3903,5161
23014,4076,5347
11238,1992,2626
8720,1450,1670
11128,1950,2367
34787,6196,8301
6030,918,1257
23643,3960,5234
5648,931,1176
1068,184,222
12575,2239,2803
13677,2391,2926
3856,673,996
3964,640,859
14899,2607,3279
2302,409,548
6344,1071,1411
15432,2566,3120
10132,1828,2387
56849,9414,11419
2394,391,461
3330,564,665
12307,2161,2808
4164,690,917
4862,841,960
3957,681,823
5599,948,1184
10456,1805,2195
5029,896,1096
12252,2002,2533
8860,1472,1850
3952,677,844
8726,1547,1972
16480,2835,3687
4670,821,1014
1299,222,270
3747,629,797
13416,2277,2815
14707,2555,3082
21330,3754,4570
8579,1441,1744
40210,6541,8020
1728,278,366
5041,870,1079
2665,460,559
3849,661,837
4842,833,1076
4350,769,998
4532,760,1007
2449,417,490
1639,293,368
15919,2694,3434
9235,1580,2014
16565,2794,3410
4728,805,974
6751,1095,1379
9641,1718,2176
6234,1055,1427
21818,3891,4804
17767,3015,3906
6923,1226,1541
4881,804,1019
8863,1515,1925
5871,993,1203
22872,3799,4761
3253,568,687
4813,790,1019
3319,588,786
4661,800,1020
3224,523,693
7025,1205,1597
2932,509,649
4093,698,810
4938,832,1239
15909,2818,3666
2913,512,650
6227,1066,1561
3860,700,945
6843,1196,1595
10815,1724,2142
7817,1296,1601
4117,704,896
4254,726,988
13764,2433,3074
70720,11534,14253
11708,1999,2529
27224,4463,5468
15410,2593,3264
6231,1104,1393
6982,1190,1432
7731,1354,1773
8983,1432,1805
1701,300,347
5303,956,1167
3615,609,734
4063,701,849
3414,627,813
19815,3402,4328
5634,981,1171
2723,458,594
7713,1335,1720
8418,1449,1808
2737,458,558
6903,1195,1475
17707,2930,3629
2266,386,472
7965,1317,1682
7332,1234,1591
6244,1070,1254
10342,1705,2047
3007,503,602
16992,2805,3453
9908,1766,2185
3965,697,976
5540,993,1256
18755,3210,4002
8800,1523,2004
10426,1804,2327
18495,3222,4006
14522,2446,3167
42520,7296,9089
17851,3017,3847
3441,598,673
13349,2278,3185
2309,406,554
6807,1137,1415
6914,1162,1497
3637,627,790
6451,1043,1359
7550,1298,1552
7129,1166,1533
2754,485,615
26514,4432,5860
110915,18553,22693
4179,683,823
224216,37960,46044
6959,1243,1574
2152,399,515
27779,4711,5737
2429,423,548
16561,2875,3568
5529,982,1320
3943,676,834
11917,1950,2446
10640,1783,2285
6547,1134,1428
16076,2696,3329
8204,1319,1635
26592,4538,5746
4410,728,953
22749,3733,4987
11992,2145,2678
2205,371,441
29144,4819,5844
3170,541,802
4436,754,1040
7906,1271,1785
2139,380,427
43365,7606,9637
6385,1153,1551
56162,9381,11112
5633,992,1151
3084,551,717
4130,736,977
10664,1868,2323
1762,309,368
1406,243,332
3336,583,721
5552,959,1184
5796,1000,1167
10286,1760,2183
6074,1025,1372
2500,441,574
15000,2475,3353
6393,1103,1500
14635,2407,3032
10586,1893,2445
8878,1488,1820
13094,2151,2807
1371,227,264
16157,2799,3531
2911,499,701
1543,251,293
18170,3090,3779
4996,826,980
22800,3787,5054
2960,524,673
1908,336,392
4954,836,1022
19741,3469,4173
38240,6419,8530
32720,5258,6866
12042,2113,2695
6385,1121,1410
14314,2416,3082
2363,383,465
70858,12164,14973
4121,709,962
6236,1030,1263
13395,2286,2861
8166,1373,1892
11583,2005,2586
11061,1832,2347
52574,8988,11718
4551,772,993
893,152,192
626,115,126
1527,266,374
2156,358,450
9150,1546,2039
44009,7443,9110
3103,524,709
2779,474,557
9543,1646,2234
10166,1748,2210
15775,2695,3420
7475,1212,1596
53461,8961,11294
77398,12888,16579
4332,731,975
1448,255,312
32792,5547,7181
11425,2071,2677
9400,1599,2135
16902,2909,3860
2178,351,446
11887,2018,2526
26005,4422,5387
3371,584,764
6580,1088,1377
3721,638,758
9405,1580,2010
1511,276,364
1361,235,283
4253,732,889
8423,1428,1643
5998,1047,1349
3989,708,900
8051,1342,1630
3410,595,791
3434,628,768
18397,3106,3986
10069,1669,2055
26165,4325,5318
22738,3766,4948
10874,1807,2276
10092,1718,2154
1366,224,260
2609,467,626
6983,1241,1458
7958,1401,1710
8687,1435,1767
16747,2836,3658
6640,1159,1601
3099,539,704
11790,2043,2683
12726,2050,2861
20410,3448,4445
7928,1326,1702
2231,363,417
1150,190,248
1252,215,304
10686,1861,2427
15546,2540,3359
18691,3096,3901
8146,1386,1655
1944,336,476
6877,1155,1529
4243,690,890
9093,1629,2039
11417,1894,2563
1853,312,391
4550,773,989
2708,485,613
10165,1748,2160
8979,1480,1747
6079,1019,1298
12993,2132,2797
1769,287,336
3624,610,730
12429,2138,2542
29641,4996,6415
13388,2309,2964
4508,790,1007
6973,1144,1432
7229,1194,1737
39643,6931,8324
11397,1974,2536
17461,2855,3536
6692,1190,1690
4649,806,1041
6875,1146,1486
4995,846,1004
20364,3597,4718
3066,530,646
27144,4707,5891
6289,1090,1398
15745,2654,3522
16604,2869,3637
8168,1384,1778
4070,706,838
3199,541,628
998,181,220
766,131,161
18150,2983,3689
19598,3286,4129
7191,1231,1510
1124,182,234
8045,1370,1671
7225,1238,1675
34997,5649,7544
27895,4855,6023
25874,4440,5231
1048,193,224
4617,826,964
7623,1244,1519
4019,680,795
3855,634,793
4135,736,939
4453,809,1056
10241,1594,1958
6607,1100,1400
8049,1378,1678
3515,600,824
120916,21315,26273
63189,10948,13875
1705,307,409
1756,312,441
29424,5270,6984
50496,8523,11034
15347,2681,3636
50807,8590,11197
2372,386,439
4866,845,1018
7143,1132,1566
9036,1532,1779
3408,588,726
4811,833,1104
5947,1050,1265
1363,236,297
5054,875,1051
10731,1924,2521
51613,8551,11181
7959,1351,1640
5934,1052,1266
31308,5348,6415
18531,3020,3507
5295,915,1285
6068,969,1178
13723,2272,2770
8962,1533,1999
1631,290,375
4051,666,804
1232,216,266
6382,1122,1348
3037,526,623
2120,337,436
8046,1352,1876
1766,305,395
2663,456,561
7977,1438,1758
2998,518,683
41483,6822,8321
2999,526,640
2621,441,560
46555,7752,9785
12166,2171,2760
1723,288,363
1667,262,332
6259,1138,1505
5539,996,1262
2691,465,548
11745,2013,2619
8709,1449,1870
19707,3378,4406
20434,3353,4700
7163,1256,1637
1482,243,294
16475,2710,3504
1057234,170608,215150
3938,696,823
1460,260,337
7121,1181,1395
23764,4101,5032
8305,1368,1731
13233,2270,2715
66715,11299,13358
8192,1327,1732
8074,1361,1594
102489,18014,21978
27706,4534,5635
1655,284,344
15768,2658,3585
9589,1671,2165
6224,1059,1338
79216,13055,16274
1176,194,324
78814,13228,16747
7688,1313,1604
26689,4460,5537
12719,2173,2736
8091,1356,1775
4985,878,1051
3151,535,642
13732,2323,2993
1427,237,319
3068,515,716
2320,399,478
1862,308,410
2140,345,426
4154,711,841
50119,8239,10418
9317,1585,1979
11061,1887,2530
9400,1572,2083
12588,2098,2780
3420,592,749
14373,2552,3470
7646,1320,1672
8219,1316,1796
5543,939,1152
2315,395,508
25686,4195,5596
47037,8015,9788
56823,9330,11794
6547,1160,1490
3287,555,687
1218,212,243
23261,3884,5019
41983,7170,9744
57926,9511,11915
16664,2895,3453
14008,2512,3299
18308,3209,3793
15533,2549,3114
14079,2292,2682
3526,584,741
3971,656,812
12376,2163,2738
2849,474,575
1846,308,412
11824,1995,2460
19357,3225,3965
17161,3002,3613
11580,1939,2340
5180,852,1156
3200,561,718
53693,9090,11238
3488,586,764
5071,874,1142
21030,3679,4401
2499,432,586
12617,2127,2779
33860,5674,6858
13970,2348,3176
13300,2252,2907
8295,1421,1707
3549,606,750
138579,23167,29005
8208,1342,1879
51800,8607,11025
8331,1443,1806
15734,2603,3212
7156,1272,1604
34610,5765,7486
24280,4105,5313
27892,4832,6102
2827,476,550
20562,3500,4234
28121,4958,6436
6275,1053,1283
27183,4449,5456
23345,3808,4573
3640,623,741
4571,778,907
5673,967,1239
7242,1262,1636
130025,21575,26286
1562,264,346
11055,1855,2247
7581,1306,1748
6011,1110,1386
2767,484,589
25304,4313,5214
26747,4441,5560
12117,2103,2609
658,116,156
168374,27582,35363
12842,2189,2875
4505,804,1002
2084,363,449
4009,714,967
5207,892,1084
4018,714,985
3210,552,705
6585,1165,1627
2470,420,525
8669,1542,1989
3131,542,630
9005,1583,1983
12369,2165,2786
13634,2334,3158
11263,1965,2588
28641,5120,6786
12327,2166,2993
1848,328,408
1656,280,360
18170,3045,3850
7480,1356,1677
7928,1383,1761
6944,1210,1579
8108,1340,1674
15050,2376,3205
1866,313,397
1879,312,365
5459,868,1085
1115,191,231
2071,343,425
2314,384,490
44499,7806,9694
949,162,206
6320,1101,1348
1869,315,374
4417,800,1037
13357,2227,2805
1189,189,258
4903,813,1119
18917,3386,4459
10026,1653,2037
20039,3363,4500
1210,207,257
15010,2584,3279
3248,567,652
8199,1388,1732
7767,1310,1804
9833,1554,2147
14890,2534,3241
27198,4544,5574
13953,2404,2881
3232,531,654
7067,1231,1531
8640,1444,2051
6049,1036,1376
28552,4766,6153
11934,2047,2516
4373,748,879
8695,1497,1929
3131,544,811
10316,1767,2149
30928,5071,6629
3409,611,793
16787,3039,4391
7029,1231,1482
9259,1510,1918
4181,660,834
1175,194,240
421,72,94
9752,1651,2072
10497,1826,2365
19424,3259,4198
12832,2166,2865
2441,405,515
7253,1291,1667
12646,2158,2767
22820,3931,5175
744,121,170
1799,299,361
7706,1249,1613
6187,1064,1309
10026,1660,1998
3868,654,869
13038,2142,2754
47664,7658,9902
9707,1610,2014
5662,938,1117
4769,832,1127
19422,3229,3947
7074,1166,1443
23825,4126,4994
2824,480,605
8287,1355,1727
289,47,62
11873,2049,2824
2791,478,597
8128,1453,1908
256941,42215,54196
1829,325,408
5858,1018,1198
10382,1755,2332
16855,2942,3764
6848,1170,1499
2164,369,465
2656,471,601
22165,3768,4703
7764,1249,1586
4924,818,1036
23346,4036,5098
5658,964,1277
1876,310,414
5172,917,1054
221,37,51
5750,941,1179
10464,1675,2070
9186,1549,1979
3217,556,727
2500,432,552
3532,593,719
2416,413,545
2953,507,645
4659,819,1070
27222,4816,5842
3285,556,755
2148,354,441
42297,6934,8875
8168,1405,1829
15121,2601,3167
6353,1062,1316
31483,5371,7013
3900,619,833
8009,1389,1931
6972,1201,1629
9274,1609,2056
788,137,194
6661,1097,1621
7617,1314,1707
3896,655,824
3197,535,758
4666,807,1034
5357,902,1094
18513,3223,4080
1485,251,320
8566,1511,1876
17480,3050,3738
357,59,76
7418,1311,1657
4323,786,979
21741,3787,4715
5965,1037,1323
6432,1098,1425
7980,1361,1770
5840,1036,1277
6993,1111,1428
8971,1651,2107
3403,590,759
4959,828,1100
6925,1145,1481
7616,1258,1601
9192,1580,2040
12479,2087,2677
16777,2912,3590
7659,1312,1638
6500,1077,1285
7706,1270,1599
16866,2837,3520
7618,1329,1707
10660,1818,2438
14159,2341,2688
41702,6883,9104
12754,2278,2925
14206,2370,2887
3317,549,746
171898,28206,36054
225,42,53
3504,607,742
9910,1588,2071
10047,1719,2225
10878,1784,2207
30770,5227,6585
19622,3184,3986
39836,6924,8365
14946,2510,3203
3946,668,818
419,72,94
6297,1101,1353
11932,2028,2539
26948,4424,5465
6346,1081,1358
22360,3901,4894
26213,4565,5442
12287,2170,2913
25269,4242,5715
5301,916,1221
3197,566,716
341,65,101
14070,2286,2961
12154,2141,2719
7875,1336,1693
3186,562,665
4420,784,970
37175,6592,8104
2657,449,553
6960,1200,1548
7153,1279,1711
12077,2089,2989
16195,2696,3836
10630,1822,2332
3132,530,662
3661,611,737
8853,1591,1992
14837,2504,3256
5827,972,1287
26748,4523,5795
4305,773,956
10820,1787,2271
32860,5744,6825
7070,1226,1564
11817,2092,2647
12626,2110,2629
33538,5704,6755
19674,3280,4000
4148,689,850
6911,1173,1639
9018,1573,2027
11556,1928,2468
3859,653,808
4017,691,882
3949,697,901
6972,1204,1520
3405,571,724
14132,2278,2914
11917,2084,2570
7120,1233,1568
14324,2249,2699
44244,7571,9230
2499,429,505
1844,335,391
1364,221,265
48904,8297,10651
6290,1122,1501
14183,2363,2812
47798,8409,10926
8565,1502,1813
30597,5234,7032
24287,4326,5570
6288,1092,1287
1897,320,378
1457,248,293
1900,301,363
2177,344,442
16133,2729,3492
42855,7400,9046
18105,3111,3736
9442,1574,1820
2700,444,533
7712,1354,1622
3665,607,747
11481,1915,2217
893,144,185
9707,1617,2053
8598,1440,1836
5654,980,1221
2054,368,427
1418,229,296
543,96,118
934,169,198
14711,2670,3450
